Id,neighborhood,larger_neighborhood,Name, Population,Median Household Income,"Housing, Median Value Owner Households",Percentage: Education Attainment Bachelors Degree,"Housing, Median Rent","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w 3-4 Units","Percentage: Housing, Occupied Structure w 5+ Units",Percentage: Households w 3 Vehicles,Percentage: Households w 4+ Vehicles,"Percentage: Families, Married w Children Under 18",Total Households,Year
530330035002,Green Lake,Seattle,BG0035002,1446,96605,522569,43.45,1058,12.43,85.75,725,43.61,3.45,15.72,6.11,2.56,36.72,735,2015
530330035003,Fremont,Seattle,BG0035003,1297,93651,562069,34.24,1143,16.34,83.73,601,50.27,5.16,36.94,5.75,2.51,37.34,734,2015
530330036001,Green Lake,Seattle,BG0036001,1390,59375,455128,60.45,1060,24.2,75.61,746,71.75,0,55.23,8.9,2.4,27.43,712,2015
530330036002,Green Lake,Seattle,BG0036002,1403,87037,428333,45.65,965,23.92,75.91,922,73.33,3.47,62.69,8.85,2.41,17.37,721,2015
530330036003,Green Lake,Seattle,BG0036003,1406,106818,587171,37.66,1086,24.23,78.66,632,36.82,4.59,8.7,9,2.29,39.75,722,2015
530330036004,Green Lake,Seattle,BG0036004,1984,71218,498077,41.01,1304,16.85,76.41,1344,85.34,2.83,65.33,8.88,2.28,22.38,726,2015
530330038001,Bryant,Seattle,BG0038001,1202,93506,533505,35.03,1127,14.72,78.12,597,46.92,4.86,15.91,8.08,5.27,43.01,714,2015
530330038002,Ravenna,Seattle,BG0038002,1039,105469,523292,38.41,1333,18.31,75.07,437,27.53,2.75,4.12,8.24,5.18,41.43,707,2015
530330039001,Bryant,Seattle,BG0039001,1832,94382,510090,31.31,828,10.02,71.67,819,32.14,0,19.9,9.06,3.44,42.03,722,2015
530330039002,Windermere,Seattle,BG0039002,1169,133696,584980,28.23,1491,6.45,77.33,467,12.2,0,0,9.15,3.49,43.24,711,2015
530330040001,Windermere,Seattle,BG0040001,1837,73103,295794,29.97,961,27.1,69.03,1067,39.01,0.47,61.39,8.05,0.41,25.34,712,2015
530330040002,Windermere,Seattle,BG0040002,1071,174658,739691,32.83,1500,12.27,80.39,377,7.12,0,0,7.95,0.55,49.67,715,2015
530330041001,Windermere,Seattle,BG0041001,1558,75581,714286,38.1,1425,33.12,67.39,747,70.93,5.76,46.05,15.45,1.97,43.75,720,2015
530330041002,Laurelhurst,Seattle,BG0041002,1805,168132,717448,37.16,1302,13.18,81.44,741,13.35,0,4.18,15.24,2.03,42.31,716,2015
530330041003,Laurelhurst,Seattle,BG0041003,1573,201265,940196,44.46,953,9.14,87.48,550,4.85,0,0,15.11,1.87,48.93,715,2015
530330041004,Laurelhurst,Seattle,BG0041004,1324,117969,718750,35.87,1438,8.56,80.36,662,44.34,13.14,6.95,15.26,1.8,40.78,704,2015
530330041005,Laurelhurst,Seattle,BG0041005,1198,74432,857895,39.95,979,26.1,73.21,467,48.1,7.28,24.2,14.99,1.79,47.02,708,2015
530330041006,Laurelhurst,Seattle,BG0041006,957,213584,1168050,30.18,1250,4.55,89.03,357,6.45,0,0,15.25,2.05,42.09,712,2015
530330042001,Laurelhurst,Seattle,BG0042001,1707,145213,675373,42.66,1355,7.23,83.71,759,18.03,1.71,9.62,13.59,5.27,39.56,702,2015
530330042002,Laurelhurst,Seattle,BG0042002,1744,96753,578125,34.19,1156,10.89,62.67,708,43.59,10.45,14.41,13.56,5.25,40.72,710,2015
530330042003,Laurelhurst,Seattle,BG0042003,1637,93548,447170,44.16,1278,26.73,73.3,769,40.17,1.95,27.18,13.89,5.36,36.39,702,2015
530330042004,Bryant,Seattle,BG0042004,1588,126538,583992,45.51,1427,18.03,82.75,662,26.86,0,7.7,13.74,5.21,43.03,708,2015
530330042005,Bryant,Seattle,BG0042005,1522,125847,670573,42.63,906,15.77,81.47,626,23.97,0,11.18,13.79,5.09,46.41,708,2015
530330043011,Bryant,Seattle,BG0043011,1309,31667,430769,36.8,894,47.71,56.61,549,76.86,3.46,66.48,5.49,5.49,48.94,694,2015
530330043012,Ravenna,Seattle,BG0043012,1319,89241,593182,45.67,1087,4.52,78.54,563,34.26,0,14.03,5.4,5.4,41.18,703,2015
530330043013,Ravenna,Seattle,BG0043013,1184,139844,633871,23.33,1099,11.64,83.11,543,41.28,0,20.99,5.62,5.62,42.75,686,2015
530330043021,Ravenna,Seattle,BG0043021,2087,13289,380000,62.29,957,18.95,66.32,786,92.88,24.3,40.2,1.1,7.12,25.24,702,2015
530330043022,Ravenna,Seattle,BG0043022,1663,23986,234615,29.38,1041,17.91,61.03,978,97.96,1.64,82.52,0.91,6.92,9.15,692,2015
530330044001,Ravenna,Seattle,BG0044001,1335,91176,673203,56.65,779,26.18,80.15,541,46.07,0,24.21,7.87,3.65,39.29,702,2015
530330044002,Roosevelt,Seattle,BG0044002,1778,74060,564516,23.17,744,15.76,71.65,845,68.95,9.11,39.05,7.61,3.49,27.64,680,2015
530330044003,University District,University District,BG0044003,1726,37838,715909,16.79,982,16.5,72.42,528,78.14,0,41.1,7.54,3.68,29.69,699,2015
530330044004,University District,University District,BG0044004,1932,34538,500000,32.39,921,18.6,59.27,1014,94.08,10.65,57.89,7.72,3.59,11.49,698,2015
530330045001,Roosevelt,Seattle,BG0045001,1173,97283,474286,37.78,1427,22.49,75.87,429,52.53,3.03,11.42,10.6,5.3,33.53,692,2015
530330045002,Green Lake,Seattle,BG0045002,1747,125446,514706,34.53,1382,20.31,83.51,701,39.41,1.85,0,10.88,5.59,38.35,694,2015
530330046001,Green Lake,Seattle,BG0046001,1170,113559,650000,42.97,1580,4.2,82.65,542,38.58,12.73,0,6.89,3.74,37.5,689,2015
530330046002,Green Lake,Seattle,BG0046002,1412,114286,592188,42.03,982,14.9,83.99,663,39.6,5.88,24.13,6.99,3.73,41.21,676,2015
530330046003,Wallingford,Seattle,BG0046003,937,111538,551852,43.45,1380,8.48,81.96,377,35.58,0,1.86,7.01,3.77,41.67,693,2015
530330047001,West Woodland,Ballard,BG0047001,1316,91071,470787,46.06,859,18.12,78.88,663,55.73,12.37,18.7,3.34,0.8,35,673,2015
530330047002,North Queen Anne,Queen Anne,BG0047002,1515,58281,386275,29.75,1036,25.41,69.44,825,77.38,10.55,65.94,3.21,0.77,18.91,685,2015
530330047003,West Woodland,Ballard,BG0047003,2413,73625,379878,34.56,1300,24.75,83.09,1666,67.83,0,77.49,3.22,0.9,15.58,688,2015
530330047004,West Woodland,Ballard,BG0047004,2122,72683,280370,39.54,1203,22.86,79.92,1924,75.62,2.81,65.49,3.25,0.97,13.36,670,2015
530330048001,Fremont,Seattle,BG0048001,1144,108197,546687,44.64,1508,13.19,83.3,527,34.71,5.5,0,16.57,2.37,35.14,687,2015
530330048002,Fremont,Seattle,BG0048002,1351,121212,529032,39.87,1330,29.29,81.57,713,45.28,7.99,19.5,16.37,2.65,30.53,683,2015
530330048003,Fremont,Seattle,BG0048003,1176,68664,445745,40.72,895,22.59,79.59,657,53.48,13.09,17.66,16.53,2.59,26.99,681,2015
530330048004,Fremont,Seattle,BG0048004,1259,94767,447134,50.2,1182,16.54,82.29,564,43.17,8.87,0,16.58,2.73,34.43,682,2015
530330049001,Fremont,Seattle,BG0049001,1299,81117,579137,45.09,1031,14.18,80.45,681,71.23,0,48.9,3.81,1.37,26.03,686,2015
530330049002,Fremont,Seattle,BG0049002,1100,73878,500000,70.17,955,19.24,79.55,743,92.65,9.42,62.32,3.75,1.44,19.44,684,2015
530330049003,Fremont,Seattle,BG0049003,1355,89256,361538,50.85,1097,31.61,78.52,889,68.98,9.79,47.81,3.71,1.32,17.87,676,2015
530330049004,Fremont,Seattle,BG0049004,1364,79444,468571,62.36,1113,25.1,84.02,800,68.28,12.13,40.25,3.8,1.44,24.35,680,2015
530330049005,Fremont,Seattle,BG0049005,1508,62234,511468,47.35,942,30.61,79.91,896,75.42,5.47,44.53,3.8,1.31,21.65,682,2015
530330050001,Wallingford,Seattle,BG0050001,1481,86111,505208,40.45,1004,24.92,78.19,764,63.81,5.63,41.23,4.49,1.09,36.4,678,2015
530330050002,Fremont,Seattle,BG0050002,1054,113158,562500,55.92,1146,14.61,79.7,561,61.51,10.52,49.38,4.6,0.92,32.85,670,2015
530330050003,Fremont,Seattle,BG0050003,1400,53070,268750,43.12,1201,20.33,75.14,872,89.41,3.56,68.12,4.45,0.96,29.83,673,2015
530330051001,Wallingford,Seattle,BG0051001,1423,78906,575658,34.21,1287,5.01,77.79,727,53.81,16.23,20.22,6.16,4.84,34.45,671,2015
530330051002,Wallingford,Seattle,BG0051002,1342,161654,668883,43.35,1382,8.13,84.58,565,26.34,0,3.72,6.08,4.79,40.83,677,2015
530330051003,Wallingford,Seattle,BG0051003,1198,110256,644970,40.81,897,14.13,79.47,557,44.42,10.77,13.47,6.05,4.73,37.23,678,2015
530330052001,University District,University District,BG0052001,1185,29906,95000,22.9,1276,47.88,40.76,556,97.79,6.12,67.27,3.01,2.21,7.84,673,2015
530330052002,University District,University District,BG0052002,1323,21250,163235,35.14,1020,38.15,41.04,710,91.87,0,86.76,3.16,2.26,7.14,657,2015
530330052003,Wallingford,Seattle,BG0052003,1044,58974,471739,44.27,1166,15.7,75.57,543,64.67,14.73,26.52,2.99,2.2,37.08,658,2015
530330052004,Wallingford,Seattle,BG0052004,1543,109333,583756,34.5,1380,29.85,77.38,670,55.8,0,18.21,3.13,2.19,40.73,669,2015
530330052005,University District,University District,BG0052005,1521,20507,317021,26.23,1087,22.16,45.76,939,83.13,0,74.44,3.01,2.17,12.92,656,2015
530330053011,University District,University District,BG0053011,3371,15870,100000,11.51,1595,21.08,71.43,473,98.68,0,61.1,1.32,2.64,5.71,664,2015
530330053012,University District,University District,BG0053012,1842,21289,182500,39.8,908,28.13,48.97,1205,97.27,0.91,88.8,1.5,2.56,7.27,663,2015
530330053013,University District,University District,BG0053013,1343,21434,267308,37.06,743,39.84,47.95,925,95.99,1.95,87.03,1.3,2.36,7.29,658,2015
530330053014,University District,University District,BG0053014,999,12371,0,25.6,862,24.22,30.13,710,100,0,87.18,1.41,2.5,16.46,655,2015
530330053021,University District,University District,BG0053021,1833,12025,0,28,964,36.7,46.43,209,100,0,88.52,0,0,0,638,2015
530330053022,Montlake,Capitol Hill,BG0053022,1198,83333,1166667,28.24,500,20.07,42.49,20,76.47,0,0,0,0,0,648,2015
530330053023,Laurelhurst,Seattle,BG0053023,2847,100000,0,40,1000,8.1,54.02,3,100,0,66.67,50,0,0,648,2015
530330054001,Wallingford,Seattle,BG0054001,1224,130278,605615,48.25,925,20.33,81.86,563,46.69,5.33,7.28,4.04,0,40.51,646,2015
530330054002,Fremont,Seattle,BG0054002,1441,88079,299254,26.36,1317,15.01,80.01,914,52.31,12.25,40.37,3.91,0,24.74,654,2015
530330054003,Fremont,Seattle,BG0054003,1396,67275,346667,47.24,1247,16.92,74.79,765,66.24,10.33,43.27,3.95,0,26.41,644,2015
530330054004,Fremont,Seattle,BG0054004,1350,63485,451020,50.94,1075,33.84,75.11,825,68.35,1.94,64,4.02,0,21.1,651,2015
530330056001,Briarcliff,Magnolia,BG0056001,1356,166055,653509,36.1,2000,11.96,87.98,608,12.48,0,0,10.23,5.2,35.84,631,2015
530330056002,Briarcliff,Magnolia,BG0056002,1377,169397,931034,38.17,2179,7.32,88.53,582,10,0,0,10.55,5.09,39.95,633,2015
530330056003,Southeast Magnolia,Magnolia,BG0056003,1398,191129,1015209,43.65,2065,1.99,89.34,591,7.1,0,0,10.38,5.28,36.54,630,2015
530330056004,Southeast Magnolia,Magnolia,BG0056004,1310,181034,718571,47.13,2037,4.13,85.11,568,11.59,0,0,10.47,5.23,37.28,638,2015
530330056005,Southeast Magnolia,Magnolia,BG0056005,1486,123611,685688,53.02,2036,10.03,83.65,639,12.85,0,0,10.38,5.27,40.58,639,2015
530330057001,Briarcliff,Magnolia,BG0057001,529,123077,1106061,16.79,1407,20.82,81.1,232,25.48,0,0,8.65,2.4,36.05,634,2015
530330057002,Southeast Magnolia,Magnolia,BG0057002,1247,132203,597872,38.77,1667,9.49,84.28,524,17.39,0,0,8.1,2.57,38.44,641,2015
530330057003,Southeast Magnolia,Magnolia,BG0057003,984,109016,623711,58.54,1810,13.71,83.23,455,25.17,0,15.6,8.08,2.31,43.24,640,2015
530330057004,Briarcliff,Magnolia,BG0057004,1283,123889,472131,63.65,1682,17.52,75.76,544,33.53,0,3.49,8.29,2.7,38.66,638,2015
530330057005,Interbay,Interbay,BG0057005,1095,68913,480952,38.39,916,10.12,81.37,611,39.13,2.13,32.57,8.33,2.72,30.4,640,2015
530330057006,Lawton Park,Magnolia,BG0057006,1356,79545,506410,39.08,901,20.77,77.95,760,51.41,0,44.47,8.05,2.54,28.36,634,2015
530330058011,Southeast Magnolia,Magnolia,BG0058011,1235,76765,472414,40.85,955,17.18,74.49,626,63.18,12.46,24.6,2.57,0.68,28.63,618,2015
530330058012,Southeast Magnolia,Magnolia,BG0058012,1485,63961,268919,43.88,1118,18.62,78.86,950,70.12,1.68,76,2.71,0.71,23.13,620,2015
530330058013,Interbay,Interbay,BG0058013,1263,82364,294767,46.28,1075,20.49,76.48,738,43.11,0,53.12,2.64,0.59,29.81,626,2015
530330058014,Interbay,Interbay,BG0058014,1141,75909,593750,30.92,1076,12.14,76.34,656,67.99,12.2,35.21,2.64,0.66,29.47,631,2015
530330058021,Southeast Magnolia,Magnolia,BG0058021,1607,73946,529494,39.07,1054,19.79,74.49,831,54.76,9.39,26.11,2.44,0.51,26.75,630,2015
530330058022,Lower Queen Anne,Queen Anne,BG0058022,1667,70074,475926,46.58,1058,24.73,76.96,1118,66.28,13.15,46.69,2.34,0.68,21.3,622,2015
530330058023,Southeast Magnolia,Magnolia,BG0058023,2187,83943,374359,41.24,1001,5.11,68.22,984,59.76,6.61,53.46,2.4,0.55,25.14,628,2015
530330059001,Interbay,Interbay,BG0059001,1763,71338,286111,36.57,1006,20.09,76.69,862,70.3,11.83,45.59,8.15,5.26,15.17,615,2015
530330059002,North Queen Anne,Queen Anne,BG0059002,1438,140698,812176,37.81,1331,25.09,83.73,609,26.85,0,4.93,8.09,4.99,37.67,615,2015
530330059003,North Queen Anne,Queen Anne,BG0059003,1328,42500,373077,27.38,864,9.55,79.07,207,56.98,11.11,26.09,8.94,5.03,33.77,625,2015
530330059004,West Queen Anne,Queen Anne,BG0059004,1550,97807,762411,41.55,1763,16.44,85.48,733,37.18,4.09,14.19,7.98,5.27,35.88,625,2015
530330059005,West Queen Anne,Queen Anne,BG0059005,1253,128261,690051,23.64,1192,6.89,81.01,536,30.54,8.02,2.8,8.17,5.06,46.32,624,2015
530330060001,Westlake,Downtown,BG0060001,1551,89559,580592,38.8,1368,18.23,79.11,1124,66.6,11.57,64.41,8.73,2.81,11.72,618,2015
530330060002,North Queen Anne,Queen Anne,BG0060002,1426,158065,679952,47.73,2015,14.94,83.17,587,23.12,2.39,4.6,8.78,2.87,39.82,606,2015
530330060003,North Queen Anne,Queen Anne,BG0060003,1332,130970,622340,32.69,1336,22.84,84.83,578,26.12,7.27,0,8.77,2.86,42.48,608,2015
530330060004,North Queen Anne,Queen Anne,BG0060004,1269,74038,412000,37.75,1346,10.94,77.31,661,77.63,8.62,50.23,8.72,2.8,24.69,613,2015
530330061001,Eastlake,Downtown,BG0061001,1324,101149,513158,47.37,1354,25.37,83.61,740,52.76,8.11,36.35,4.51,0,24.44,617,2015
530330061002,North Capitol Hill,Capitol Hill,BG0061002,1195,88889,780242,52.38,1114,19.67,77.74,650,43.71,4.46,33.54,4.64,0,25.09,617,2015
530330061003,Eastlake,Downtown,BG0061003,1423,68554,755376,55.23,1155,37.61,79.69,1066,69.76,7.97,60.32,4.64,0,11.76,608,2015
530330061004,North Capitol Hill,Capitol Hill,BG0061004,1236,67265,510753,41.66,1085,20.55,82.85,856,73.14,15.54,33.18,4.56,0,12.44,603,2015
530330062001,Harrison/Denny-Blaine,Central Area,BG0062001,1482,121667,744792,34.65,1545,21.47,78.07,640,23.26,0,13.75,12.46,1.83,42.9,611,2015
530330062002,Montlake,Capitol Hill,BG0062002,1590,133962,718599,40.37,2059,19.45,83.4,627,19.77,0,0,12.29,1.66,42.09,609,2015
530330062003,North Capitol Hill,Capitol Hill,BG0062003,1094,161607,877404,26.93,1563,13.99,83.27,456,16.29,3.73,8.11,12.22,1.81,37.62,609,2015
530330063001,Madison Park,Capitol Hill,BG0063001,1382,88835,645833,33.22,1369,13.06,86.03,1007,69.38,3.87,62.66,8.13,2.34,16.73,605,2015
530330063002,Harrison/Denny-Blaine,Central Area,BG0063002,1418,117683,1031532,32.05,1973,6.31,92.03,801,41.63,2,48.44,8.02,2.39,33.52,602,2015
530330063003,Harrison/Denny-Blaine,Central Area,BG0063003,1183,164815,1034946,48.91,1547,7.05,86.14,598,36.04,2.51,41.64,8.13,2.4,42.07,606,2015
530330063004,Harrison/Denny-Blaine,Central Area,BG0063004,1399,144298,1004065,43.44,1250,0,88.06,635,17.18,0,0,7.99,2.38,35.27,602,2015
530330064001,Stevens,Capitol Hill,BG0064001,1117,128846,630952,44.24,1255,14.17,73.14,496,29.65,7.46,5.04,8.77,3.13,38.43,607,2015
530330064002,North Capitol Hill,Capitol Hill,BG0064002,1072,168519,1072727,31.87,1304,7.71,87.69,417,27.88,2.88,13.91,8.7,3.32,45.82,610,2015
530330064003,Stevens,Capitol Hill,BG0064003,1289,170423,894737,28.54,1647,19.31,84.87,501,27.5,0,9.18,8.33,3.33,45.51,604,2015
530330065001,North Capitol Hill,Capitol Hill,BG0065001,1218,133784,772500,35.51,250,6.53,85.88,582,27.17,10.82,10.14,4.44,2.77,35.74,609,2015
530330065002,North Capitol Hill,Capitol Hill,BG0065002,1625,84091,443478,27.85,1104,24.13,80.12,1152,66.5,5.03,54.51,4.28,2.53,15.25,602,2015
530330065003,North Capitol Hill,Capitol Hill,BG0065003,1702,90212,833333,43.43,1113,25.27,83.61,999,66.56,3.6,60.06,4.15,2.56,30.53,593,2015
530330066001,North Capitol Hill,Capitol Hill,BG0066001,1938,86187,725000,45.92,1182,19.36,69.66,1212,78.56,1.9,68.56,3.37,0,12,597,2015
530330066002,North Capitol Hill,Capitol Hill,BG0066002,1862,79145,332353,53.37,968,36.38,78.36,1264,75.3,6.25,71.2,3.43,0,12.63,595,2015
530330067001,South Lake Union,Downtown,BG0067001,2040,83025,341772,47.79,1343,25.74,69.02,1508,76.62,8.02,78.12,3.25,1.3,13.55,602,2015
530330067002,South Lake Union,Downtown,BG0067002,1899,75400,366667,44.4,1071,17.41,76.04,1319,71.03,2.35,80.67,3.15,1.32,17.36,584,2015
530330067003,Westlake,Downtown,BG0067003,1306,93595,390323,35.87,1135,36.53,80.78,863,64.74,5.33,65.47,3.15,1.26,22.12,582,2015
530330067004,Westlake,Downtown,BG0067004,1866,91372,663636,48.43,1261,22.5,77.81,1029,55.82,6.41,54.23,3.15,1.26,28.39,593,2015
530330068001,East Queen Anne,Queen Anne,BG0068001,1414,113119,686275,33.97,1054,20.99,83.73,755,42.45,7.02,10.86,4.93,4.04,40.35,595,2015
530330068002,Lower Queen Anne,Queen Anne,BG0068002,1691,123973,739583,48.96,1273,16.51,83.26,850,59.88,15.53,31.88,4.88,4.13,40.9,582,2015
530330069001,West Queen Anne,Queen Anne,BG0069001,1109,122000,702614,29.96,1242,10.03,84.13,563,47.16,6.75,9.41,9.28,1.89,40,600,2015
530330069002,Lower Queen Anne,Queen Anne,BG0069002,1112,108784,697674,37.28,1142,12.1,88.85,577,44.99,6.76,32.24,9.11,1.64,34.59,587,2015
530330069003,Lower Queen Anne,Queen Anne,BG0069003,911,93333,955479,36.52,1181,7.3,86.39,566,52.35,8.48,50.35,9.22,1.76,24.75,588,2015
530330069004,West Queen Anne,Queen Anne,BG0069004,1270,88312,390123,29.1,1131,20.08,75.75,708,53.98,18.5,33.33,9.17,1.83,30.83,593,2015
530330070001,Lower Queen Anne,Queen Anne,BG0070001,1176,119130,394444,31.17,1702,33.02,82.48,786,53.88,2.04,58.65,1.52,0.97,24.77,584,2015
530330070002,Lower Queen Anne,Queen Anne,BG0070002,1233,48311,283908,40.11,858,25.42,78.67,999,78.76,1.8,91.49,1.61,0.97,9.09,588,2015
530330070003,Lower Queen Anne,Queen Anne,BG0070003,1667,69700,285556,51.25,1076,21.98,79.3,1254,85.04,2.95,82.14,1.75,0.79,14.5,576,2015
530330070004,Lower Queen Anne,Queen Anne,BG0070004,1172,73889,521739,33.47,1130,52.46,79.27,887,74.24,0,89.29,1.71,0.98,12.43,582,2015
530330070005,Lower Queen Anne,Queen Anne,BG0070005,1142,45152,285577,49.08,900,27.04,80.91,970,91.92,0,93.09,1.66,0.89,2.47,583,2015
530330070006,Lower Queen Anne,Queen Anne,BG0070006,1128,55964,227885,46.97,948,30.32,77.48,822,69.59,0,72.26,1.46,0.93,24.56,582,2015
530330071001,Belltown,Downtown,BG0071001,1148,51748,352439,37.69,1071,24,69.95,849,68.51,3.18,87.51,0.26,0,15.91,581,2015
530330071002,South Lake Union,Downtown,BG0071002,2181,77344,257692,41.3,1139,17.84,71.02,1612,81.92,1.49,85.24,0.21,0,12.18,583,2015
530330072001,Belltown,Downtown,BG0072001,2862,43987,314286,47.25,976,11.4,61.98,2452,76.59,0,73.21,0.38,1.1,8.16,585,2015
530330072002,Belltown,Downtown,BG0072002,1289,55439,90000,16.08,1230,13.28,57.25,1101,99.9,0,87.83,0.41,1.24,12.1,584,2015
530330072003,Belltown,Downtown,BG0072003,1633,62813,548246,33.31,986,31.12,62.58,1471,87.76,0,87.49,0.38,1.23,8.67,584,2015
530330073001,Belltown,Downtown,BG0073001,1833,47717,95000,26.38,1128,14.94,57.56,1267,99.57,0,91.79,2.13,0.94,13.86,576,2015
530330073002,Belltown,Downtown,BG0073002,1476,19645,369492,25,555,18.6,58.81,1494,91.74,0,65.66,2.04,0.92,0.63,577,2015
530330073003,Belltown,Downtown,BG0073003,1767,122243,493651,53.68,1974,4.1,66.67,1364,81.26,0,85.63,2.18,0.92,11.67,572,2015
530330074011,North Capitol Hill,Capitol Hill,BG0074011,1184,66561,292262,37.36,945,24.66,76.86,895,78,0,87.6,1.07,0.48,5.26,576,2015
530330074012,North Capitol Hill,Capitol Hill,BG0074012,1004,79412,200000,37.67,1042,37.03,72.51,807,89.17,0,78.56,1.2,0.27,9.09,564,2015
530330074013,North Capitol Hill,Capitol Hill,BG0074013,1054,66827,187500,53.75,1090,25.8,73.91,828,74.6,0,88.53,1.07,0.53,11.83,572,2015
530330074014,North Capitol Hill,Capitol Hill,BG0074014,1208,55105,280612,43.63,965,21.63,73.51,898,83.04,1.89,85.52,1.07,0.47,6.36,579,2015
530330074021,North Capitol Hill,Capitol Hill,BG0074021,1939,60000,292857,34.5,946,18.41,70.6,1397,79.73,9.02,76.88,0.9,1.51,8.7,575,2015
530330074022,North Capitol Hill,Capitol Hill,BG0074022,1663,36351,235714,26.8,874,26.62,57.31,1156,88.75,0,90.14,0.94,1.59,15.5,567,2015
530330074023,North Capitol Hill,Capitol Hill,BG0074023,1727,33904,296154,39.69,825,34.62,66.3,1402,88.56,0,93.51,1.07,1.53,7.87,568,2015
530330075001,North Capitol Hill,Capitol Hill,BG0075001,1228,52874,458491,43.88,1054,19.14,76.22,993,87.49,0,88.92,0.33,0.33,16.49,577,2015
530330075002,Capitol Hill,Central Area,BG0075002,1418,57639,276190,38.24,1207,29.77,72.14,976,82.51,12.81,70.29,0.32,0.32,11.19,563,2015
530330075003,North Capitol Hill,Capitol Hill,BG0075003,1743,48508,387273,38.55,970,24.17,74.47,1206,82.6,15.59,65.09,0.36,0.36,14.67,577,2015
530330075004,Capitol Hill,Central Area,BG0075004,1526,74233,333333,33.68,1139,28.33,65.14,1065,76.55,1.13,70.14,0.33,0.33,14.38,576,2015
530330075005,North Capitol Hill,Capitol Hill,BG0075005,940,48144,450000,54.66,974,47.93,73.72,647,83.11,20.4,63.68,0.33,0.33,9.35,569,2015
530330076001,North Capitol Hill,Capitol Hill,BG0076001,1232,86215,579897,32.29,1159,39.01,74.92,654,63.72,3.36,44.34,3.15,1.74,33.8,572,2015
530330076002,Stevens,Capitol Hill,BG0076002,1290,67069,409804,39.71,1328,19.9,60.62,757,71.61,12.55,40.29,3.08,1.82,21.39,568,2015
530330076003,North Capitol Hill,Capitol Hill,BG0076003,1292,73239,341071,45.93,1027,28.77,76.47,756,74.24,11.64,70.64,3.17,1.65,29.74,574,2015
530330077001,Harrison/Denny-Blaine,Central Area,BG0077001,1273,79375,455814,13.35,1218,25.07,55.22,621,31.25,0,2.09,3.99,2.26,27.55,572,2015
530330077002,Harrison/Denny-Blaine,Central Area,BG0077002,1027,102451,435606,30.1,1631,16.12,64.26,491,32.98,2.65,5.3,4.07,2.36,31.65,562,2015
530330077003,Capitol Hill,Central Area,BG0077003,1067,72727,422340,28.4,1023,8.81,53.05,488,42.54,0,15.37,3.95,2.41,27.88,559,2015
530330077004,Harrison/Denny-Blaine,Central Area,BG0077004,1430,96667,397701,32.02,1070,24.16,65.17,871,61.39,5.51,50.4,4.21,2.35,20.85,555,2015
530330078001,Harrison/Denny-Blaine,Central Area,BG0078001,1338,234069,1074138,17.46,1529,4.56,81.39,634,15.44,0,2.21,16.3,2.06,28.72,569,2015
530330078002,Leschi,Central Area,BG0078002,1669,166832,685714,28.15,1614,27.16,70.22,684,19.82,2.19,7.89,16.59,2.15,41.47,562,2015
530330078003,Madrona,Central Area,BG0078003,1260,90000,660256,28.31,997,12.46,66.19,553,32.51,8.14,16.09,16.35,2.09,45.13,558,2015
530330078004,Harrison/Denny-Blaine,Central Area,BG0078004,1332,160976,739130,42.06,1397,8.47,72.37,556,17.05,0,0,16.48,1.89,35.48,556,2015
530330079001,Capitol Hill,Central Area,BG0079001,1123,73611,424051,33.67,1304,21.06,56.81,584,70.74,2.74,42.81,3.15,1.48,28.42,557,2015
530330079002,Capitol Hill,Central Area,BG0079002,1221,43028,525641,37.55,933,28.95,42.42,604,70.98,2.81,38.08,3.15,1.4,23.29,558,2015
