Name, Population,Median Household Income,"Housing, Median Value Owner Households ($)","Percentage: Education Attainment, Bachelor's Degree]","Housing, Median Rent ($)","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w/ 3-4 Units","Percentage: Housing, Occupied Structure w/ 5+ Units",Percentage: Households w/ 3 Vehicles,Percentage: Households w/ 4+ Vehicles,"Percentage: Families, Married w/ Children Under 18, 2010"," Total Households, 2010",Year,,,," Total Households, 2011"," Total Households, 2012"," Total Households, 2013"," Total Households, 2014"," Total Households, 2015"," Total Households, 2016"," Total Households, 2020"
"BG0040001, King County, WA",1837,73103,295794,29.9712,961,27.1008,69.0256,1067,39.0093,0.4686,61.3871,8.0495,0.4128,25.3369,712,2015,,,,,,,,,,
"BG0040002, King County, WA",1071,174658,739691,32.8255,1500,12.2661,80.3922,377,7.1233,0,0,7.9452,0.5479,49.6689,715,2015,,,,,,,,,,
"BG0041001, King County, WA",1558,75581,714286,38.1,1425,33.1194,67.3941,747,70.927,5.7564,46.051,15.4494,1.9663,43.75,720,2015,,,,,,,,,,
"BG0041002, King County, WA",1805,168132,717448,37.1606,1302,13.1765,81.4404,741,13.3527,0,4.1835,15.2395,2.0319,42.3077,716,2015,,,,,,,,,,
"BG0041003, King County, WA",1573,201265,940196,44.4552,953,9.1429,87.4762,550,4.8507,0,0,15.1119,1.8657,48.927,715,2015,,,,,,,,,,
"BG0041004, King County, WA",1324,117969,718750,35.8696,1438,8.5622,80.3625,662,44.3447,13.142,6.9487,15.2603,1.7953,40.7821,704,2015,,,,,,,,,,
"BG0041005, King County, WA",1198,74432,857895,39.9488,979,26.0952,73.2053,467,48.0984,7.2805,24.197,14.9888,1.7897,47.0238,708,2015,,,,,,,,,,
"BG0041006, King County, WA",957,213584,1168050,30.1802,1250,4.5455,89.0282,357,6.4516,0,0,15.2493,2.0528,42.0875,712,2015,,,,,,,,,,
"BG0042001, King County, WA",1707,145213,675373,42.6551,1355,7.2316,83.7141,759,18.0305,1.7128,9.6179,13.5922,5.2705,39.5582,702,2015,,,,,,,,,,
"BG0042002, King County, WA",1744,96753,578125,34.1941,1156,10.8876,62.672,708,43.586,10.452,14.4068,13.5569,5.2478,40.724,710,2015,,,,,,,,,,
"BG0042003, King County, WA",1637,93548,447170,44.1638,1278,26.7281,73.3048,769,40.1651,1.9506,27.1781,13.8927,5.3645,36.3874,702,2015,,,,,,,,,,
"BG0042004, King County, WA",1588,126538,583992,45.5106,1427,18.0308,82.7456,662,26.8562,0,7.7039,13.7441,5.2133,43.0318,708,2015,,,,,,,,,,
"BG0042005, King County, WA",1522,125847,670573,42.6291,906,15.7692,81.4717,626,23.9737,0,11.1821,13.7931,5.0903,46.4103,708,2015,,,,,,,,,,
"BG0043011, King County, WA",1309,31667,430769,36.7958,894,47.7134,56.6081,549,76.8627,3.4608,66.4846,5.4902,5.4902,48.9362,694,2015,,,,,,,,,,
"BG0043012, King County, WA",1319,89241,593182,45.671,1087,4.5249,78.5444,563,34.2644,0,14.032,5.4004,5.4004,41.1765,703,2015,,,,,,,,,,
"BG0043013, King County, WA",1184,139844,633871,23.3293,1099,11.6358,83.1081,543,41.2791,0,20.9945,5.6202,5.6202,42.7451,686,2015,,,,,,,,,,
"BG0043021, King County, WA",2087,13289,380000,62.2857,957,18.9536,66.3153,786,92.8767,24.3003,40.2036,1.0959,7.1233,25.2427,702,2015,,,,,,,,,,
"BG0043022, King County, WA",1663,23986,234615,29.375,1041,17.9087,61.0343,978,97.9569,1.636,82.5154,0.9081,6.924,9.1463,692,2015,,,,,,,,,,
"BG0044001, King County, WA",1335,91176,673203,56.646,779,26.1773,80.1498,541,46.0653,0,24.2144,7.8695,3.6468,39.2857,702,2015,,,,,,,,,,
"BG0044002, King County, WA",1778,74060,564516,23.1685,744,15.7588,71.6535,845,68.9526,9.1124,39.0533,7.606,3.4913,27.6423,680,2015,,,,,,,,,,
"BG0044003, King County, WA",1726,37838,715909,16.7905,982,16.5049,72.4218,528,78.1431,0,41.0985,7.5435,3.675,29.6875,699,2015,,,,,,,,,,
"BG0044004, King County, WA",1932,34538,500000,32.3892,921,18.5968,59.265,1014,94.0803,10.6509,57.8895,7.7167,3.5941,11.4865,698,2015,,,,,,,,,,
"BG0045001, King County, WA",1173,97283,474286,37.7841,1427,22.4932,75.8738,429,52.5301,3.0303,11.4219,10.6024,5.3012,33.5329,692,2015,,,,,,,,,,
"BG0045002, King County, WA",1747,125446,514706,34.5295,1382,20.308,83.5146,701,39.4118,1.8545,0,10.8824,5.5882,38.3481,694,2015,,,,,,,,,,
"BG0046001, King County, WA",1170,113559,650000,42.9705,1580,4.2017,82.6496,542,38.5827,12.7306,0,6.8898,3.7402,37.5,689,2015,,,,,,,,,,
"BG0046002, King County, WA",1412,114286,592188,42.0317,982,14.901,83.9943,663,39.5963,5.8824,24.1327,6.9876,3.7267,41.2141,676,2015,,,,,,,,,,
"BG0046003, King County, WA",937,111538,551852,43.4524,1380,8.4806,81.9637,377,35.5795,0,1.8568,7.0081,3.7736,41.6667,693,2015,,,,,,,,,,
"BG0047001, King County, WA",1316,91071,470787,46.0565,859,18.1168,78.8754,663,55.7325,12.368,18.7029,3.3439,0.7962,35,673,2015,,,,,,,,,,
"BG0047002, King County, WA",1515,58281,386275,29.7453,1036,25.4075,69.4389,825,77.3779,10.5455,65.9393,3.2134,0.7712,18.9076,685,2015,,,,,,,,,,
"BG0047003, King County, WA",2413,73625,379878,34.5638,1300,24.7472,83.0916,1666,67.8272,0,77.491,3.2237,0.9026,15.5844,688,2015,,,,,,,,,,
"BG0047004, King County, WA",2122,72683,280370,39.5423,1203,22.8552,79.9246,1924,75.6233,2.8067,65.4886,3.2548,0.9695,13.355,670,2015,,,,,,,,,,
"BG0048001, King County, WA",1144,108197,546687,44.6409,1508,13.1868,83.3042,527,34.714,5.5028,0,16.568,2.3669,35.1449,687,2015,,,,,,,,,,
"BG0048002, King County, WA",1351,121212,529032,39.8728,1330,29.2906,81.5692,713,45.2802,7.9944,19.4951,16.3717,2.6549,30.5263,683,2015,,,,,,,,,,
"BG0048003, King County, WA",1176,68664,445745,40.7249,895,22.5931,79.5918,657,53.4846,13.0898,17.656,16.5316,2.5932,26.9912,681,2015,,,,,,,,,,
"BG0048004, King County, WA",1259,94767,447134,50.2037,1182,16.5414,82.2875,564,43.1694,8.8652,0,16.5756,2.7322,34.4322,682,2015,,,,,,,,,,
"BG0049001, King County, WA",1299,81117,579137,45.0889,1031,14.1791,80.4465,681,71.2329,0,48.8987,3.8052,1.3699,26.0274,686,2015,,,,,,,,,,
"BG0049002, King County, WA",1100,73878,500000,70.1676,955,19.2448,79.5455,743,92.6513,9.4213,62.315,3.7464,1.4409,19.4444,684,2015,,,,,,,,,,
"BG0049003, King County, WA",1355,89256,361538,50.852,1097,31.6103,78.524,889,68.982,9.7863,47.8065,3.7126,1.3174,17.8744,676,2015,,,,,,,,,,
"BG0049004, King County, WA",1364,79444,468571,62.3646,1113,25.1025,84.0176,800,68.2831,12.125,40.25,3.8008,1.4417,24.3478,680,2015,,,,,,,,,,
"BG0049005, King County, WA",1508,62234,511468,47.3513,942,30.6085,79.9072,896,75.4157,5.4688,44.5312,3.8005,1.3064,21.645,682,2015,,,,,,,,,,
"BG0050001, King County, WA",1481,86111,505208,40.4484,1004,24.9194,78.1904,764,63.8095,5.6283,41.2304,4.4898,1.0884,36.3958,678,2015,,,,,,,,,,
"BG0050002, King County, WA",1054,113158,562500,55.9153,1146,14.6084,79.6964,561,61.5101,10.5169,49.3762,4.6041,0.9208,32.8502,670,2015,,,,,,,,,,
"BG0050003, King County, WA",1400,53070,268750,43.1193,1201,20.3297,75.1429,872,89.4103,3.555,68.1194,4.4525,0.9627,29.8343,673,2015,,,,,,,,,,
"BG0051001, King County, WA",1423,78906,575658,34.2105,1287,5.0058,77.7934,727,53.8123,16.2311,20.2201,6.1584,4.8387,34.4482,671,2015,,,,,,,,,,
"BG0051002, King County, WA",1342,161654,668883,43.3538,1382,8.1258,84.5753,565,26.3352,0,3.7168,6.0773,4.7882,40.8284,677,2015,,,,,,,,,,
"BG0051003, King County, WA",1198,110256,644970,40.8141,897,14.1259,79.4658,557,44.4234,10.772,13.465,6.0491,4.7259,37.2263,678,2015,,,,,,,,,,
"BG0052001, King County, WA",1185,29906,95000,22.8956,1276,47.875,40.7595,556,97.7912,6.1151,67.2662,3.012,2.2088,7.8431,673,2015,,,,,,,,,,
"BG0052002, King County, WA",1323,21250,163235,35.1351,1020,38.1549,41.0431,710,91.8675,0,86.7606,3.1627,2.259,7.1429,657,2015,,,,,,,,,,
"BG0052003, King County, WA",1044,58974,471739,44.2667,1166,15.6958,75.5747,543,64.6707,14.733,26.5193,2.994,2.1956,37.0787,658,2015,,,,,,,,,,
"BG0052004, King County, WA",1543,109333,583756,34.4958,1380,29.8458,77.3817,670,55.7994,0,18.209,3.1348,2.1944,40.7273,669,2015,,,,,,,,,,
"BG0052005, King County, WA",1521,20507,317021,26.2338,1087,22.1563,45.7594,939,83.1325,0,74.4409,3.012,2.1687,12.9213,656,2015,,,,,,,,,,
"BG0053011, King County, WA",3371,15870,100000,11.5079,1595,21.0797,71.4328,473,98.6784,0,61.0994,1.3216,2.6432,5.7143,664,2015,,,,,,,,,,
"BG0053012, King County, WA",1842,21289,182500,39.7959,908,28.1324,48.9685,1205,97.2687,0.9129,88.7968,1.4978,2.5551,7.2727,663,2015,,,,,,,,,,
"BG0053013, King County, WA",1343,21434,267308,37.0607,743,39.8374,47.9523,925,95.9858,1.9459,87.027,1.2987,2.3613,7.2917,658,2015,,,,,,,,,,
"BG0053014, King County, WA",999,12371,0,25.6024,862,24.2152,30.1301,710,100,0,87.1831,1.4063,2.5,16.4557,655,2015,,,,,,,,,,
"BG0053021, King County, WA",1833,12025,0,28,964,36.6953,46.4266,209,100,0,88.5168,0,0,0,638,2015,,,,,,,,,,
"BG0053022, King County, WA",1198,83333,1166667,28.2353,500,20.0669,42.4875,20,76.4706,0,0,0,0,0,648,2015,,,,,,,,,,
"BG0053023, King County, WA",2847,100000,0,40,1000,8.0966,54.0218,3,100,0,66.6666,50,0,0,648,2015,,,,,,,,,,
"BG0054001, King County, WA",1224,130278,605615,48.2456,925,20.3274,81.8627,563,46.6912,5.3286,7.2824,4.0441,0,40.5109,646,2015,,,,,,,,,,
"BG0054002, King County, WA",1441,88079,299254,26.3591,1317,15.0106,80.0139,914,52.3077,12.2538,40.372,3.9053,0,24.735,654,2015,,,,,,,,,,
"BG0054003, King County, WA",1396,67275,346667,47.2371,1247,16.9197,74.7851,765,66.2429,10.3268,43.268,3.9548,0,26.4069,644,2015,,,,,,,,,,
"BG0054004, King County, WA",1350,63485,451020,50.9367,1075,33.8445,75.1111,825,68.3528,1.9394,64.0001,4.0208,0,21.1009,651,2015,,,,,,,,,,
"BG0056001, King County, WA",1356,166055,653509,36.1004,2000,11.9632,87.9794,608,12.4783,0,0,10.2253,5.1993,35.8396,631,2015,,,,,,,,,,
"BG0056002, King County, WA",1377,169397,931034,38.1657,2179,7.3171,88.5258,582,10,0,0,10.5455,5.0909,39.9497,633,2015,,,,,,,,,,
"BG0056003, King County, WA",1398,191129,1015209,43.6538,2065,1.9878,89.3419,591,7.1038,0,0,10.3825,5.2823,36.5385,630,2015,,,,,,,,,,
"BG0056004, King County, WA",1310,181034,718571,47.1311,2037,4.1254,85.1145,568,11.5888,0,0,10.4673,5.2336,37.2796,638,2015,,,,,,,,,,
"BG0056005, King County, WA",1486,123611,685688,53.022,2036,10.0299,83.6474,639,12.8501,0,0,10.3789,5.2718,40.583,639,2015,,,,,,,,,,
"BG0057001, King County, WA",529,123077,1106061,16.792,1407,20.8178,81.0964,232,25.4808,0,0,8.6538,2.4038,36.0544,634,2015,,,,,,,,,,
"BG0057002, King County, WA",1247,132203,597872,38.7689,1667,9.4915,84.2823,524,17.3913,0,0,8.1028,2.5692,38.4401,641,2015,,,,,,,,,,
"BG0057003, King County, WA",984,109016,623711,58.5399,1810,13.7131,83.2317,455,25.1732,0,15.6044,8.0831,2.3095,43.2432,640,2015,,,,,,,,,,
"BG0057004, King County, WA",1283,123889,472131,63.6462,1682,17.5241,75.7599,544,33.526,0,3.4926,8.2852,2.6975,38.6628,638,2015,,,,,,,,,,
"BG0057005, King County, WA",1095,68913,480952,38.3918,916,10.1222,81.3699,611,39.1304,2.1277,32.5696,8.3333,2.7174,30.4029,640,2015,,,,,,,,,,
"BG0057006, King County, WA",1356,79545,506410,39.0752,901,20.765,77.9499,760,51.4124,0,44.4737,8.0508,2.5424,28.3626,634,2015,,,,,,,,,,
"BG0058011, King County, WA",1235,76765,472414,40.8451,955,17.1812,74.4939,626,63.1849,12.4601,24.6006,2.5685,0.6849,28.6275,618,2015,,,,,,,,,,
"BG0058012, King County, WA",1485,63961,268919,43.8837,1118,18.6192,78.8552,950,70.1176,1.6842,76,2.7059,0.7059,23.1293,620,2015,,,,,,,,,,
"BG0058013, King County, WA",1263,82364,294767,46.2761,1075,20.4897,76.4846,738,43.1085,0,53.1166,2.6393,0.5865,29.8113,626,2015,,,,,,,,,,
"BG0058014, King County, WA",1141,75909,593750,30.9218,1076,12.1429,76.3365,656,67.9868,12.1951,35.2134,2.6403,0.6601,29.4686,631,2015,,,,,,,,,,
"BG0058021, King County, WA",1607,73946,529494,39.0663,1054,19.7884,74.4866,831,54.7558,9.3863,26.1132,2.4422,0.5141,26.7532,630,2015,,,,,,,,,,
"BG0058022, King County, WA",1667,70074,475926,46.5843,1058,24.7343,76.9646,1118,66.2768,13.1485,46.6904,2.3392,0.6823,21.2996,622,2015,,,,,,,,,,
"BG0058023, King County, WA",2187,83943,374359,41.2377,1001,5.1128,68.2213,984,59.7601,6.6057,53.4553,2.3991,0.5453,25.1366,628,2015,,,,,,,,,,
"BG0059001, King County, WA",1763,71338,286111,36.5679,1006,20.0897,76.6875,862,70.3008,11.8329,45.5917,8.1454,5.2632,15.1659,615,2015,,,,,,,,,,
"BG0059002, King County, WA",1438,140698,812176,37.8143,1331,25.0936,83.7274,609,26.8503,0,4.9261,8.0895,4.9914,37.6731,615,2015,,,,,,,,,,
"BG0059003, King County, WA",1328,42500,373077,27.381,864,9.5519,79.0663,207,56.9832,11.1111,26.087,8.9385,5.0279,33.7662,625,2015,,,,,,,,,,
"BG0059004, King County, WA",1550,97807,762411,41.5505,1763,16.4384,85.4839,733,37.1795,4.0928,14.1882,7.9772,5.2707,35.8839,625,2015,,,,,,,,,,
"BG0059005, King County, WA",1253,128261,690051,23.6448,1192,6.8867,81.0056,536,30.5447,8.0224,2.7985,8.1712,5.0584,46.3158,624,2015,,,,,,,,,,
"BG0060001, King County, WA",1551,89559,580592,38.7974,1368,18.2252,79.1103,1124,66.5998,11.5658,64.4129,8.7262,2.8084,11.7188,618,2015,,,,,,,,,,
"BG0060002, King County, WA",1426,158065,679952,47.7252,2015,14.9398,83.1697,587,23.1183,2.385,4.5997,8.7814,2.8674,39.8204,606,2015,,,,,,,,,,
"BG0060003, King County, WA",1332,130970,622340,32.6884,1336,22.842,84.8348,578,26.1181,7.2664,0,8.7657,2.8623,42.4779,608,2015,,,,,,,,,,
"BG0060004, King County, WA",1269,74038,412000,37.7493,1346,10.9375,77.305,661,77.6316,8.6233,50.2269,8.7171,2.7961,24.6914,613,2015,,,,,,,,,,
"BG0061001, King County, WA",1324,101149,513158,47.3734,1354,25.3697,83.6103,740,52.7616,8.1081,36.3513,4.5058,0,24.4361,617,2015,,,,,,,,,,
"BG0061002, King County, WA",1195,88889,780242,52.381,1114,19.6721,77.7406,650,43.7086,4.4615,33.5385,4.6358,0,25.0936,617,2015,,,,,,,,,,
"BG0061003, King County, WA",1423,68554,755376,55.2263,1155,37.6111,79.6908,1066,69.7576,7.9737,60.3189,4.6365,0,11.7647,608,2015,,,,,,,,,,
"BG0061004, King County, WA",1236,67265,510753,41.6589,1085,20.5511,82.8479,856,73.1421,15.5374,33.1775,4.5632,0,12.4352,603,2015,,,,,,,,,,
"BG0062001, King County, WA",1482,121667,744792,34.6471,1545,21.474,78.0702,640,23.2558,0,13.75,12.4585,1.8272,42.8962,611,2015,,,,,,,,,,
"BG0062002, King County, WA",1590,133962,718599,40.3662,2059,19.4543,83.3962,627,19.7674,0,0,12.2924,1.6611,42.0925,609,2015,,,,,,,,,,
"BG0062003, King County, WA",1094,161607,877404,26.9324,1563,13.9896,83.2724,456,16.2896,3.7281,8.1141,12.2172,1.81,37.6206,609,2015,,,,,,,,,,
"BG0063001, King County, WA",1382,88835,645833,33.2195,1369,13.056,86.0347,1007,69.3764,3.8729,62.6614,8.1292,2.3385,16.7286,605,2015,,,,,,,,,,
"BG0063002, King County, WA",1418,117683,1031532,32.049,1973,6.3063,92.031,801,41.6315,1.9975,48.4394,8.0169,2.391,33.5196,602,2015,,,,,,,,,,
"BG0063003, King County, WA",1183,164815,1034946,48.9068,1547,7.0476,86.1369,598,36.0444,2.5084,41.6389,8.1331,2.403,42.0712,606,2015,,,,,,,,,,
"BG0063004, King County, WA",1399,144298,1004065,43.4363,1250,0,88.0629,635,17.1769,0,0,7.9932,2.381,35.2657,602,2015,,,,,,,,,,
"BG0064001, King County, WA",1117,128846,630952,44.2396,1255,14.172,73.1423,496,29.6451,7.4597,5.0403,8.7683,3.1315,38.4328,607,2015,,,,,,,,,,
"BG0064002, King County, WA",1072,168519,1072727,31.8667,1304,7.7064,87.6866,417,27.8772,2.8777,13.9089,8.6957,3.3248,45.8182,610,2015,,,,,,,,,,
"BG0064003, King County, WA",1289,170423,894737,28.5401,1647,19.3114,84.872,501,27.5,0,9.1816,8.3333,3.3333,45.509,604,2015,,,,,,,,,,
"BG0065001, King County, WA",1218,133784,772500,35.512,250,6.5278,85.8785,582,27.1719,10.8247,10.1375,4.4362,2.7726,35.7388,609,2015,,,,,,,,,,
"BG0065002, King County, WA",1625,84091,443478,27.8472,1104,24.1348,80.1231,1152,66.5044,5.0347,54.514,4.2843,2.5316,15.2542,602,2015,,,,,,,,,,
"BG0065003, King County, WA",1702,90212,833333,43.4336,1113,25.2747,83.6075,999,66.5602,3.6036,60.06,4.1534,2.5559,30.5344,593,2015,,,,,,,,,,
"BG0066001, King County, WA",1938,86187,725000,45.9196,1182,19.3617,69.6594,1212,78.5577,1.8977,68.5644,3.3654,0,12,597,2015,,,,,,,,,,
"BG0066002, King County, WA",1862,79145,332353,53.3715,968,36.3771,78.3566,1264,75.3002,6.25,71.2026,3.4305,0,12.628,595,2015,,,,,,,,,,
"BG0067001, King County, WA",2040,83025,341772,47.7912,1343,25.7363,69.0196,1508,76.6234,8.0239,78.1168,3.2468,1.2987,13.5531,602,2015,,,,,,,,,,
"BG0067002, King County, WA",1899,75400,366667,44.4025,1071,17.4051,76.04,1319,71.0265,2.3503,80.6671,3.1457,1.3245,17.3585,584,2015,,,,,,,,,,
"BG0067003, King County, WA",1306,93595,390323,35.8696,1135,36.5318,80.781,863,64.7355,5.3302,65.4692,3.1486,1.2594,22.1154,582,2015,,,,,,,,,,
"BG0067004, King County, WA",1866,91372,663636,48.4323,1261,22.5042,77.8135,1029,55.8237,6.414,54.2274,3.148,1.2592,28.392,593,2015,,,,,,,,,,
"BG0068001, King County, WA",1414,113119,686275,33.9695,1054,20.9861,83.7341,755,42.4514,7.0199,10.861,4.9327,4.0359,40.3458,595,2015,,,,,,,,,,
"BG0068002, King County, WA",1691,123973,739583,48.9567,1273,16.5109,83.2643,850,59.875,15.5294,31.8824,4.875,4.125,40.8971,582,2015,,,,,,,,,,
"BG0069001, King County, WA",1109,122000,702614,29.9639,1242,10.0324,84.1298,563,47.1591,6.7496,9.4138,9.2803,1.8939,40,600,2015,,,,,,,,,,
"BG0069002, King County, WA",1112,108784,697674,37.2822,1142,12.1019,88.8489,577,44.9909,6.7591,32.2357,9.1075,1.6393,34.5865,587,2015,,,,,,,,,,
"BG0069003, King County, WA",911,93333,955479,36.5183,1181,7.2993,86.3886,566,52.3529,8.4806,50.3534,9.2157,1.7647,24.7525,588,2015,,,,,,,,,,
"BG0069004, King County, WA",1270,88312,390123,29.0963,1131,20.082,75.748,708,53.9755,18.5028,33.3332,9.1743,1.8349,30.8271,593,2015,,,,,,,,,,
"BG0070001, King County, WA",1176,119130,394444,31.1675,1702,33.0239,82.483,786,53.8781,2.0356,58.6515,1.5235,0.9695,24.7748,584,2015,,,,,,,,,,
"BG0070002, King County, WA",1233,48311,283908,40.1094,858,25.4197,78.6699,999,78.7554,1.8018,91.4914,1.6094,0.9657,9.0909,588,2015,,,,,,,,,,
"BG0070003, King County, WA",1667,69700,285556,51.2473,1076,21.9751,79.3041,1254,85.0394,2.9506,82.1371,1.7498,0.7874,14.5,576,2015,,,,,,,,,,
"BG0070004, King County, WA",1172,73889,521739,33.4669,1130,52.4611,79.2662,887,74.2369,0,89.2897,1.7094,0.9768,12.426,582,2015,,,,,,,,,,
"BG0070005, King County, WA",1142,45152,285577,49.0816,900,27.0408,80.9107,970,91.9158,0,93.0927,1.6611,0.8859,2.4691,583,2015,,,,,,,,,,
"BG0070006, King County, WA",1128,55964,227885,46.9744,948,30.3155,77.4823,822,69.5883,0,72.2628,1.4608,0.9296,24.5614,582,2015,,,,,,,,,,
"BG0071001, King County, WA",1148,51748,352439,37.6869,1071,24,69.9477,849,68.509,3.1802,87.5148,0.2571,0,15.9091,581,2015,,,,,,,,,,
"BG0071002, King County, WA",2181,77344,257692,41.3021,1139,17.8385,71.0225,1612,81.9209,1.4888,85.2357,0.2119,0,12.1849,583,2015,,,,,,,,,,
"BG0072001, King County, WA",2862,43987,314286,47.2456,976,11.403,61.9846,2452,76.5934,0,73.2055,0.3846,1.0989,8.156,585,2015,,,,,,,,,,
"BG0072002, King County, WA",1289,55439,90000,16.0772,1230,13.2785,57.2537,1101,99.8966,0,87.8292,0.4137,1.241,12.0968,584,2015,,,,,,,,,,
"BG0072003, King County, WA",1633,62813,548246,33.3094,986,31.1192,62.5842,1471,87.7598,0,87.4915,0.3849,1.2317,8.6667,584,2015,,,,,,,,,,
"BG0073001, King County, WA",1833,47717,95000,26.378,1128,14.9351,57.5559,1267,99.5745,0,91.7916,2.1277,0.9362,13.8614,576,2015,,,,,,,,,,
"BG0073002, King County, WA",1476,19645,369492,25,555,18.6047,58.8076,1494,91.7431,0,65.6626,2.0387,0.9174,0.625,577,2015,,,,,,,,,,
"BG0073003, King County, WA",1767,122243,493651,53.6802,1974,4.1031,66.6667,1364,81.2552,0,85.6305,2.1757,0.9205,11.6719,572,2015,,,,,,,,,,
"BG0074011, King County, WA",1184,66561,292262,37.3557,945,24.6561,76.8581,895,78.0024,0,87.5978,1.0702,0.4756,5.2632,576,2015,,,,,,,,,,
"BG0074012, King County, WA",1004,79412,200000,37.6704,1042,37.0324,72.51,807,89.1711,0,78.5626,1.2032,0.2674,9.0909,564,2015,,,,,,,,,,
"BG0074013, King County, WA",1054,66827,187500,53.7528,1090,25.8026,73.9089,828,74.5989,0,88.5265,1.0695,0.5348,11.828,572,2015,,,,,,,,,,
"BG0074014, King County, WA",1208,55105,280612,43.6346,965,21.6272,73.5099,898,83.0368,1.8931,85.5234,1.0676,0.4745,6.3636,579,2015,,,,,,,,,,
"BG0074021, King County, WA",1939,60000,292857,34.4961,946,18.4062,70.6034,1397,79.7287,9.0193,76.879,0.9043,1.5072,8.6957,575,2015,,,,,,,,,,
"BG0074022, King County, WA",1663,36351,235714,26.7958,874,26.6212,57.3061,1156,88.7535,0,90.1384,0.9372,1.5933,15.5039,567,2015,,,,,,,,,,
"BG0074023, King County, WA",1727,33904,296154,39.6871,825,34.6245,66.2999,1402,88.5584,0,93.5093,1.0679,1.5256,7.874,568,2015,,,,,,,,,,
"BG0075001, King County, WA",1228,52874,458491,43.8842,1054,19.1393,76.2215,993,87.4864,0,88.9224,0.3264,0.3264,16.4948,577,2015,,,,,,,,,,
"BG0075002, King County, WA",1418,57639,276190,38.2404,1207,29.7725,72.1439,976,82.5054,12.8074,70.287,0.324,0.324,11.194,563,2015,,,,,,,,,,
"BG0075003, King County, WA",1743,48508,387273,38.5452,970,24.166,74.4693,1206,82.6048,15.5887,65.0912,0.3568,0.3568,14.6739,577,2015,,,,,,,,,,
"BG0075004, King County, WA",1526,74233,333333,33.6825,1139,28.3286,65.1376,1065,76.554,1.1268,70.1408,0.3272,0.3272,14.3836,576,2015,,,,,,,,,,
"BG0075005, King County, WA",940,48144,450000,54.6559,974,47.9326,73.7234,647,83.1148,20.4019,63.6785,0.3279,0.3279,9.3458,569,2015,,,,,,,,,,
"BG0076001, King County, WA",1232,86215,579897,32.2949,1159,39.0146,74.9188,654,63.7224,3.3639,44.3425,3.1546,1.735,33.8028,572,2015,,,,,,,,,,
"BG0076002, King County, WA",1290,67069,409804,39.7143,1328,19.9017,60.6202,757,71.6084,12.5495,40.2906,3.0769,1.8182,21.393,568,2015,,,,,,,,,,
"BG0076003, King County, WA",1292,73239,341071,45.928,1027,28.7671,76.4706,756,74.2424,11.6402,70.635,3.168,1.6529,29.7436,574,2015,,,,,,,,,,
"BG0077001, King County, WA",1273,79375,455814,13.347,1218,25.0689,55.2239,621,31.25,0,2.0934,3.9931,2.2569,27.551,572,2015,,,,,,,,,,
"BG0077002, King County, WA",1027,102451,435606,30.0995,1631,16.1184,64.2648,491,32.9764,2.6477,5.2954,4.0685,2.3555,31.6514,562,2015,,,,,,,,,,
"BG0077003, King County, WA",1067,72727,422340,28.3951,1023,8.8091,53.0459,488,42.5439,0,15.3689,3.9474,2.4123,27.8846,559,2015,,,,,,,,,,
"BG0077004, King County, WA",1430,96667,397701,32.0215,1070,24.1573,65.1748,871,61.3861,5.5109,50.4018,4.2079,2.3515,20.8511,555,2015,,,,,,,,,,
"BG0078001, King County, WA",1338,234069,1074138,17.4648,1529,4.5584,81.3901,634,15.4374,0,2.2082,16.295,2.0583,28.7179,569,2015,,,,,,,,,,
"BG0078002, King County, WA",1669,166832,685714,28.153,1614,27.1635,70.2217,684,19.8157,2.193,7.8948,16.5899,2.1505,41.4692,562,2015,,,,,,,,,,
"BG0078003, King County, WA",1260,90000,660256,28.308,997,12.4601,66.1905,553,32.5095,8.1374,16.094,16.3498,2.0913,45.1299,558,2015,,,,,,,,,,
"BG0078004, King County, WA",1332,160976,739130,42.057,1397,8.472,72.3724,556,17.0455,0,0,16.4773,1.8939,35.4839,556,2015,,,,,,,,,,
"BG0079001, King County, WA",1123,73611,424051,33.6658,1304,21.0611,56.8121,584,70.7407,2.7397,42.8082,3.1481,1.4815,28.4211,557,2015,,,,,,,,,,
"BG0079002, King County, WA",1221,43028,525641,37.5451,933,28.9515,42.4242,604,70.979,2.8146,38.0794,3.1469,1.3986,23.2877,558,2015,,,,,,,,,,
"BG0079003, King County, WA",949,65966,238750,25.1664,1067,9.0741,64.8051,504,70.332,8.9286,70.2381,3.112,1.4523,22.0183,556,2015,,,,,,,,,,
